# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Sep 26 06:50:01 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_pnum > 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_discmethod:  Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjlim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_ttvflag:     TTV Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radblend:    Stellar Radius Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_ttvflag,st_dist,st_disterr1,st_disterr2,st_distlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
1915,Kepler-24,e,Transit,4,18.998355,0.000157,-0.000157,0,0.138,,,0,,,,,,,,,,0.248,0.057,-0.057,0,0,1200,,,0,1.03,0.11,-0.14,0,0,1.29,0.29,-0.29,0,0
1916,Kepler-240,b,Transit,2,4.144495,0.000026,-0.000026,0,0.048,,,0,,,,,,,,,,0.122,0.05,-0.05,0,0,,,,,,,,,,0.74,0.3,-0.3,0,0
1917,Kepler-240,c,Transit,2,7.953528,0.000025,-0.000025,0,0.074,,,0,,,,,,,,,,0.196,0.079,-0.079,0,0,,,,,,,,,,0.74,0.3,-0.3,0,0
1918,Kepler-241,b,Transit,2,12.718092,0.000035,-0.000035,0,0.094,,,0,,,,,,,,,,0.208,0.092,-0.092,0,0,,,,,,,,,,0.67,0.29,-0.29,0,0
1919,Kepler-241,c,Transit,2,36.065978,0.000133,-0.000133,0,0.189,,,0,,,,,,,,,,0.229,0.099,-0.099,0,0,,,,,,,,,,0.67,0.29,-0.29,0,0
1920,Kepler-242,b,Transit,2,8.20395,0.00002,-0.00002,0,0.075,,,0,,,,,,,,,,0.233,0.143,-0.143,0,0,,,,,,,,,,0.85,0.52,-0.52,0,0
1921,Kepler-242,c,Transit,2,14.496481,0.000083,-0.000083,0,0.109,,,0,,,,,,,,,,0.178,0.11,-0.11,0,0,,,,,,,,,,0.85,0.52,-0.52,0,0
1922,Kepler-243,b,Transit,2,5.715442,0.000011,-0.000011,0,0.062,,,0,,,,,,,,,,0.219,0.103,-0.103,0,0,,,,,0.89,,,0,0,0.84,0.4,-0.4,0,0
1923,Kepler-243,c,Transit,2,20.026218,0.000163,-0.000163,0,0.142,,,0,,,,,,,,,,0.178,0.087,-0.087,0,0,,,,,0.89,,,0,0,0.84,0.4,-0.4,0,0
1924,Kepler-244,b,Transit,3,4.311792,0.000008,-0.000008,0,0.05,,,0,,,,,,,,,,0.246,0.103,-0.103,0,0,,,,,,,,,,0.8,0.34,-0.34,0,0
1925,Kepler-244,c,Transit,3,9.767292,0.000046,-0.000046,0,0.087,,,0,,,,,,,,,,0.183,0.078,-0.078,0,0,,,,,,,,,,0.8,0.34,-0.34,0,0
1926,Kepler-244,d,Transit,3,20.050401,0.00013,-0.00013,0,0.14,,,0,,,,,,,,,,0.206,0.087,-0.087,0,0,,,,,,,,,,0.8,0.34,-0.34,0,0
1927,Kepler-245,b,Transit,4,7.49019,0.000019,-0.000019,0,0.071,,,0,,,,,,,,,,0.229,0.016,-0.016,0,1,,,,,0.8,,,0,0,0.8,0.05,-0.05,0,0
1928,Kepler-245,c,Transit,4,17.460812,0.000076,-0.000076,0,0.124,,,0,,,,,,,,,,0.194,0.015,-0.015,0,1,,,,,0.8,,,0,0,0.8,0.05,-0.05,0,0
1929,Kepler-245,d,Transit,4,36.277108,0.000173,-0.000173,0,0.202,,,0,,,,,,,,,,0.27,0.019,-0.019,0,1,,,,,0.8,,,0,0,0.8,0.05,-0.05,0,0
1930,Kepler-245,e,Transit,4,3.21982106,0.00000474,-0.00000474,0,,,,,,,,,,,,,,0.156,0.007,-0.005,0,0,,,,,0.8,,,0,0,0.8,0.05,-0.05,0,0
1931,Kepler-246,b,Transit,2,4.60182,0.000008,-0.000008,0,0.052,,,0,,,,,,,,,,0.209,0.107,-0.107,0,0,,,,,0.86,,,0,0,0.83,0.42,-0.42,0,0
1932,Kepler-246,c,Transit,2,11.187161,0.000075,-0.000075,0,0.095,,,0,,,,,,,,,,0.134,0.068,-0.068,0,0,,,,,0.86,,,0,0,0.83,0.42,-0.42,0,0
1933,Kepler-247,b,Transit,3,3.33616,0.000007,-0.000007,0,0.042,,,0,,,,,,,,,,0.146,0.041,-0.041,0,1,,,,,,,,,,0.77,0.21,-0.21,0,0
1934,Kepler-247,c,Transit,3,9.439452,0.000007,-0.000007,0,0.084,,,0,,,,,,,,,,0.365,0.102,-0.102,0,1,,,,,,,,,,0.77,0.21,-0.21,0,0
1935,Kepler-247,d,Transit,3,20.477912,0.000026,-0.000026,0,0.14,,,0,,,,,,,,,,0.352,0.098,-0.098,0,1,,,,,,,,,,0.77,0.21,-0.21,0,0
1936,Kepler-248,b,Transit,2,6.308205,0.00001,-0.00001,0,0.066,,,0,,,,,,,,,,0.269,0.032,-0.032,0,0,,,,,,,,,,0.83,0.1,-0.1,0,0
1937,Kepler-248,c,Transit,2,16.239494,0.000024,-0.000024,0,0.123,,,0,,,,,,,,,,0.363,0.044,-0.044,0,0,,,,,,,,,,0.83,0.1,-0.1,0,0
1938,Kepler-249,b,Transit,3,3.306539,0.00001,-0.00001,0,0.035,,,0,,,,,,,,,,0.097,0.004,-0.004,0,0,,,,,,,,,,0.48,0.02,-0.02,0,0
1939,Kepler-249,c,Transit,3,7.113702,0.000018,-0.000018,0,0.058,,,0,,,,,,,,,,0.135,0.008,-0.008,0,0,,,,,,,,,,0.48,0.02,-0.02,0,0
1940,Kepler-249,d,Transit,3,15.368459,0.00007,-0.00007,0,0.097,,,0,,,,,,,,,,0.14,0.012,-0.012,0,0,,,,,,,,,,0.48,0.02,-0.02,0,0
1941,Kepler-25,b,Transit,3,6.2385,,,0,0.068,,,0,,,,,12.7,,,1,Mass,0.232,,,0,1,,,,,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0
1942,Kepler-25,c,Transit,3,12.7204,,,0,0.11,,,0,,,,,4.16,,,1,Mass,0.401,,,0,1,,,,,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0
1943,Kepler-25,d,Radial Velocity,3,123,2,-2,0,,,,,,,,,0.283,0.043,-0.043,0,Mass,,,,,0,,,,,1.19,0.06,-0.06,0,0,1.31,0.02,-0.02,0,0
1944,Kepler-250,b,Transit,3,4.148141,0.000046,-0.000046,0,0.048,,,0,,,,,,,,,,0.101,0.061,-0.061,0,0,,,,,0.8,,,0,0,0.81,0.46,-0.46,0,0
1945,Kepler-250,c,Transit,3,7.156804,0.000022,-0.000022,0,0.069,,,0,,,,,,,,,,0.203,0.117,-0.117,0,0,,,,,0.8,,,0,0,0.81,0.46,-0.46,0,0
1946,Kepler-250,d,Transit,3,17.648312,0.000081,-0.000081,0,0.127,,,0,,,,,,,,,,0.194,0.112,-0.112,0,0,,,,,0.8,,,0,0,0.81,0.46,-0.46,0,0
1947,Kepler-251,b,Transit,4,4.790936,0.000037,-0.000037,0,0.053,,,0,,,,,,,,,,0.119,0.021,-0.021,0,0,,,,,0.91,,,0,0,0.89,0.15,-0.15,0,0
1948,Kepler-251,c,Transit,4,16.514043,0.000054,-0.000054,0,0.122,,,0,,,,,,,,,,0.247,0.044,-0.044,0,0,,,,,0.91,,,0,0,0.89,0.15,-0.15,0,0
1949,Kepler-251,d,Transit,4,30.133001,0.000161,-0.000161,0,0.182,,,0,,,,,,,,,,0.247,0.044,-0.044,0,0,,,,,0.91,,,0,0,0.89,0.15,-0.15,0,0
1950,Kepler-251,e,Transit,4,99.640161,0.001074,-0.001074,0,0.404,,,0,,,,,,,,,,0.247,0.044,-0.044,0,0,,,,,0.91,,,0,0,0.89,0.15,-0.15,0,0
1951,Kepler-252,b,Transit,2,6.668391,0.000031,-0.000031,0,0.058,,,0,,,,,,,,,,0.11,0.011,-0.011,0,0,,,,,0.52,,,0,0,0.55,0.03,-0.03,0,0
1952,Kepler-252,c,Transit,2,10.848463,0.000015,-0.000015,0,0.08,,,0,,,,,,,,,,0.192,0.012,-0.012,0,0,,,,,0.52,,,0,0,0.55,0.03,-0.03,0,0
1953,Kepler-253,b,Transit,3,3.783986,0.000017,-0.000017,0,0.046,,,0,,,,,,,,,,0.145,0.06,-0.06,0,0,,,,,,,,,,0.79,0.32,-0.32,0,0
1954,Kepler-253,c,Transit,3,10.281951,0.000032,-0.000032,0,0.089,,,0,,,,,,,,,,0.236,0.099,-0.099,0,0,,,,,,,,,,0.79,0.32,-0.32,0,0
1955,Kepler-253,d,Transit,3,18.119869,0.000066,-0.000066,0,0.13,,,0,,,,,,,,,,0.283,0.116,-0.116,0,0,,,,,,,,,,0.79,0.32,-0.32,0,0
1956,Kepler-254,b,Transit,3,5.826662,0.00001,-0.00001,0,0.064,,,0,,,,,,,,,,0.345,0.165,-0.165,0,0,,,,,,,,,,0.91,0.43,-0.43,0,0
1957,Kepler-254,c,Transit,3,12.412183,0.000082,-0.000082,0,0.105,,,0,,,,,,,,,,0.192,0.092,-0.092,0,0,,,,,,,,,,0.91,0.43,-0.43,0,0
1958,Kepler-254,d,Transit,3,18.746477,0.000121,-0.000121,0,0.139,,,0,,,,,,,,,,0.223,0.106,-0.106,0,0,,,,,,,,,,0.91,0.43,-0.43,0,0
1959,Kepler-255,b,Transit,3,5.714606,0.000052,-0.000052,0,0.063,,,0,,,,,,,,,,0.138,0.055,-0.055,0,0,,,,,0.97,,,0,0,0.93,0.37,-0.37,0,0
1960,Kepler-255,c,Transit,3,9.946047,0.000035,-0.000035,0,0.092,,,0,,,,,,,,,,0.267,0.105,-0.105,0,0,,,,,0.97,,,0,0,0.93,0.37,-0.37,0,0
1961,Kepler-255,d,Transit,3,1.04562266,0.00000267,-0.00000267,0,,,,,,,,,,,,,,0.118,0.012,-0.009,0,0,,,,,0.97,,,0,0,0.93,0.37,-0.37,0,0
1962,Kepler-256,b,Transit,4,1.620493,0.000009,-0.000009,0,0.027,,,0,,,,,,,,,,0.142,0.035,-0.035,0,0,,,,,1.02,,,0,0,1.3,0.32,-0.32,0,0
1963,Kepler-256,c,Transit,4,3.38802,0.000016,-0.000016,0,0.045,,,0,,,,,,,,,,0.192,0.047,-0.047,0,0,,,,,1.02,,,0,0,1.3,0.32,-0.32,0,0
1964,Kepler-256,d,Transit,4,5.839172,0.000031,-0.000031,0,0.064,,,0,,,,,,,,,,0.221,0.056,-0.056,0,0,,,,,1.02,,,0,0,1.3,0.32,-0.32,0,0
1965,Kepler-256,e,Transit,4,10.681572,0.000066,-0.000066,0,0.096,,,0,,,,,,,,,,0.21,0.052,-0.052,0,0,,,,,1.02,,,0,0,1.3,0.32,-0.32,0,0
1966,Kepler-257,b,Transit,3,2.382667,0.000006,-0.000006,0,0.034,,,0,,,,,,,,,,0.233,0.117,-0.117,0,0,,,,,,,,,,1.04,0.52,-0.52,0,0
1967,Kepler-257,c,Transit,3,6.581484,0.000008,-0.000008,0,0.066,,,0,,,,,,,,,,0.483,0.243,-0.243,0,0,,,,,,,,,,1.04,0.52,-0.52,0,0
1968,Kepler-257,d,Transit,3,24.664551,0.000051,-0.000051,0,0.16,,,0,,,,,,,,,,0.442,0.221,-0.221,0,0,,,,,,,,,,1.04,0.52,-0.52,0,0
1969,Kepler-258,b,Transit,2,13.19722,0.000019,-0.000019,0,0.103,,,0,,,,,,,,,,0.362,0.242,-0.242,0,0,,,,,0.8,,,0,0,0.92,0.61,-0.61,0,0
1970,Kepler-258,c,Transit,2,33.653079,0.000189,-0.000189,0,0.193,,,0,,,,,,,,,,0.322,0.217,-0.217,0,0,,,,,0.8,,,0,0,0.92,0.61,-0.61,0,0
1971,Kepler-259,b,Transit,2,8.115317,0.000022,-0.000022,0,0.079,,,0,,,,,,,,,,0.25,0.122,-0.122,0,0,,,,,,,,,,0.9,0.43,-0.43,0,0
1972,Kepler-259,c,Transit,2,36.924931,0.000181,-0.000181,0,0.217,,,0,,,,,,,,,,0.241,0.117,-0.117,0,0,,,,,,,,,,0.9,0.43,-0.43,0,0
1973,Kepler-26,b,Transit,4,12.28,0.0003,-0.0003,0,,,,,,,,,0.01611,0.00205,-0.00192,0,Mass,0.248,0.01,-0.01,0,1,,,,,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0
1974,Kepler-26,c,Transit,4,17.2559,0.0006,-0.0006,0,,,,,,,,,0.01951,0.00205,-0.00205,0,Mass,0.243,0.011,-0.011,0,1,,,,,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0
1975,Kepler-26,d,Transit,4,3.543919,0.000015,-0.000015,0,0.039,,,0,,,,,,,,,,0.095,0.005,-0.005,0,0,,,,,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0
1976,Kepler-26,e,Transit,4,46.827915,0.000173,-0.000173,0,0.22,,,0,,,,,,,,,,0.215,0.013,-0.013,0,0,,,,,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0
1977,Kepler-260,b,Transit,2,8.187399,0.000022,-0.000022,0,0.075,,,0,,,,,,,,,,0.179,0.049,-0.049,0,0,,,,,0.88,,,0,0,0.86,0.23,-0.23,0,0
1978,Kepler-260,c,Transit,2,76.050178,0.001026,-0.001026,0,0.332,,,0,,,,,,,,,,0.155,0.048,-0.048,0,0,,,,,0.88,,,0,0,0.86,0.23,-0.23,0,0
1979,Kepler-261,b,Transit,2,10.381227,0.000016,-0.000016,0,0.088,,,0,,,,,,,,,,0.194,0.012,-0.012,0,0,,,,,0.87,,,0,0,0.79,0.05,-0.05,0,0
1980,Kepler-261,c,Transit,2,24.570858,0.000069,-0.000069,0,0.156,,,0,,,,,,,,,,0.178,0.012,-0.012,0,0,,,,,0.87,,,0,0,0.79,0.05,-0.05,0,0
1981,Kepler-262,b,Transit,2,13.060855,0.000164,-0.000164,0,0.108,,,0,,,,,,,,,,0.121,0.053,-0.053,0,0,,,,,,,,,,0.88,0.36,-0.36,0,0
1982,Kepler-262,c,Transit,2,21.853722,0.000187,-0.000187,0,0.152,,,0,,,,,,,,,,0.146,0.061,-0.061,0,0,,,,,,,,,,0.88,0.36,-0.36,0,0
1983,Kepler-263,b,Transit,2,16.568087,0.000065,-0.000065,0,0.12,,,0,,,,,,,,,,0.238,0.129,-0.129,0,0,,,,,,,,,,0.79,0.43,-0.43,0,0
1984,Kepler-263,c,Transit,2,47.332773,0.000456,-0.000456,0,0.242,,,0,,,,,,,,,,0.22,0.12,-0.12,0,0,,,,,,,,,,0.79,0.43,-0.43,0,0
1985,Kepler-264,b,Transit,2,40.806231,0.000538,-0.000538,0,0.249,,,0,,,,,,,,,,0.297,0.066,-0.066,0,0,,,,,1.32,,,0,0,1.55,0.31,-0.31,0,0
1986,Kepler-264,c,Transit,2,140.101261,0.003678,-0.003678,0,0.566,,,0,,,,,,,,,,0.252,0.052,-0.052,0,0,,,,,1.32,,,0,0,1.55,0.31,-0.31,0,0
1987,Kepler-265,b,Transit,4,6.846262,0.000063,-0.000063,0,0.069,,,0,,,,,,,,,,0.166,0.04,-0.04,0,0,,,,,1.03,,,0,0,1.1,0.23,-0.23,0,0
1988,Kepler-265,c,Transit,4,17.028937,0.000136,-0.000136,0,0.127,,,0,,,,,,,,,,0.235,0.049,-0.049,0,0,,,,,1.03,,,0,0,1.1,0.23,-0.23,0,0
1989,Kepler-265,d,Transit,4,43.130617,0.000658,-0.000658,0,0.236,,,0,,,,,,,,,,0.222,0.048,-0.048,0,0,,,,,1.03,,,0,0,1.1,0.23,-0.23,0,0
1990,Kepler-265,e,Transit,4,67.831024,0.001396,-0.001396,0,0.319,,,0,,,,,,,,,,0.231,0.049,-0.049,0,0,,,,,1.03,,,0,0,1.1,0.23,-0.23,0,0
1991,Kepler-266,b,Transit,2,6.61833,0.000048,-0.000048,0,0.071,,,0,,,,,,,,,,0.221,0.107,-0.107,0,0,,,,,0.99,,,0,0,1.03,0.5,-0.5,0,0
1992,Kepler-266,c,Transit,2,107.723601,0.001643,-0.001643,0,0.457,,,0,,,,,,,,,,0.347,0.169,-0.169,0,0,,,,,0.99,,,0,0,1.03,0.5,-0.5,0,0
1993,Kepler-267,b,Transit,3,3.353728,0.000007,-0.000007,0,0.037,,,0,,,,,,,,,,0.177,0.008,-0.008,0,0,,,,,0.56,,,0,0,0.56,0.02,-0.02,0,0
1994,Kepler-267,c,Transit,3,6.87745,0.000016,-0.000016,0,0.06,,,0,,,,,,,,,,0.19,0.01,-0.01,0,0,,,,,0.56,,,0,0,0.56,0.02,-0.02,0,0
1995,Kepler-267,d,Transit,3,28.464515,0.00018,-0.00018,0,0.154,,,0,,,,,,,,,,0.203,0.011,-0.011,0,0,,,,,0.56,,,0,0,0.56,0.02,-0.02,0,0
1996,Kepler-268,b,Transit,2,25.934138,0.000142,-0.000142,0,0.18,,,0,,,,,,,,,,0.227,0.042,-0.042,0,0,,,,,,,,,,1.27,0.23,-0.23,0,0
1997,Kepler-268,c,Transit,2,83.446393,0.000761,-0.000761,0,0.391,,,0,,,,,,,,,,0.302,0.062,-0.062,0,0,,,,,,,,,,1.27,0.23,-0.23,0,0
1998,Kepler-269,b,Transit,2,5.326718,0.000035,-0.000035,0,0.061,,,0,,,,,,,,,,0.22,0.103,-0.103,0,0,,,,,0.98,,,0,0,0.96,0.43,-0.43,0,0
1999,Kepler-269,c,Transit,2,8.127899,0.000149,-0.000149,0,0.081,,,0,,,,,,,,,,0.151,0.071,-0.071,0,0,,,,,0.98,,,0,0,0.96,0.43,-0.43,0,0
2000,Kepler-27,b,Transit,2,15.3348,,,0,0.118,,,0,,,,,9.11,,,1,Mass,0.357,,,0,1,,,,,0.65,0.16,-0.16,0,0,0.59,0.15,-0.15,0,0
2001,Kepler-27,c,Transit,2,31.3309,,,0,0.191,,,0,,,,,13.8,,,1,Mass,0.437,,,0,1,,,,,0.65,0.16,-0.16,0,0,0.59,0.15,-0.15,0,0
2002,Kepler-270,b,Transit,2,11.476094,0.000071,-0.000071,0,0.107,,,0,,,,,,,,,,0.179,0.036,-0.036,0,0,,,,,,,,,,1.46,0.28,-0.28,0,0
2003,Kepler-270,c,Transit,2,25.262887,0.000599,-0.000599,0,0.18,,,0,,,,,,,,,,0.158,0.033,-0.033,0,0,,,,,,,,,,1.46,0.28,-0.28,0,0
2004,Kepler-271,b,Transit,3,5.217738,0.000043,-0.000043,0,0.056,,,0,,,,,,,,,,0.079,0.014,-0.014,0,0,,,,,,,,,,0.88,0.16,-0.16,0,0
2005,Kepler-271,c,Transit,3,7.410935,0.000049,-0.000049,0,0.071,,,0,,,,,,,,,,0.089,0.016,-0.016,0,0,,,,,,,,,,0.88,0.16,-0.16,0,0
2006,Kepler-271,d,Transit,3,5.24972541,0.00004062,-0.00004062,0,,,,,,,,,,,,,,0.059,0.004,-0.004,0,0,,,,,,,,,,0.88,0.16,-0.16,0,0
2007,Kepler-272,b,Transit,3,2.971353,0.000017,-0.000017,0,0.038,,,0,,,,,,,,,,0.128,0.069,-0.069,0,0,,,,,0.79,,,0,0,0.93,0.5,-0.5,0,0
2008,Kepler-272,c,Transit,3,6.057342,0.000037,-0.000037,0,0.061,,,0,,,,,,,,,,0.16,0.086,-0.086,0,0,,,,,0.79,,,0,0,0.93,0.5,-0.5,0,0
2009,Kepler-272,d,Transit,3,10.937304,0.000073,-0.000073,0,0.091,,,0,,,,,,,,,,0.201,0.109,-0.109,0,0,,,,,0.79,,,0,0,0.93,0.5,-0.5,0,0
2010,Kepler-273,b,Transit,2,2.936532,0.000009,-0.000009,0,0.037,,,0,,,,,,,,,,0.134,0.077,-0.077,0,0,,,,,,,,,,0.81,0.46,-0.46,0,0
2011,Kepler-273,c,Transit,2,8.014927,0.000052,-0.000052,0,0.073,,,0,,,,,,,,,,0.177,0.103,-0.103,0,0,,,,,,,,,,0.81,0.46,-0.46,0,0
2012,Kepler-274,b,Transit,2,11.634788,0.000134,-0.000134,0,0.101,,,0,,,,,,,,,,0.137,0.075,-0.075,0,0,,,,,,,,,,1.01,0.54,-0.54,0,0
2013,Kepler-274,c,Transit,2,33.197861,0.000894,-0.000894,0,0.204,,,0,,,,,,,,,,0.164,0.089,-0.089,0,0,,,,,,,,,,1.01,0.54,-0.54,0,0
2014,Kepler-275,b,Transit,3,10.300682,0.000254,-0.000254,0,0.098,,,0,,,,,,,,,,0.209,0.04,-0.04,0,0,,,,,1.24,,,0,0,1.38,0.26,-0.26,0,0
2015,Kepler-275,c,Transit,3,16.088134,0.000164,-0.000164,0,0.132,,,0,,,,,,,,,,0.302,0.057,-0.057,0,0,,,,,1.24,,,0,0,1.38,0.26,-0.26,0,0
2016,Kepler-275,d,Transit,3,35.676062,0.000641,-0.000641,0,0.224,,,0,,,,,,,,,,0.297,0.066,-0.066,0,0,,,,,1.24,,,0,0,1.38,0.26,-0.26,0,0
2017,Kepler-276,b,Transit,3,14.12841,0.000111,-0.000111,0,0.119,,,0,,,,,,,,,,0.256,0.12,-0.12,0,0,,,,,1.1,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0
2018,Kepler-276,c,Transit,3,31.884,,,0,,,,,,,,,0.052,0.014,-0.011,0,Mass,0.259,0.113,-0.025,0,1,,,,,1.1,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0
